
sat

### Packet at dedicated node:
FlowType  PktNumber   Node   Time
	1		 1		   3	   4	   13
	1		 1		   3	   4	   14
	1		 1		   3	   4	   15
	1		 1		   3	   4	   16
	1		 1		   3	   4	   17
	1		 1		   3	   4	   18
	1		 1		   3	   4	   19
	1		 1		   3	   4	   20
	1		 1		   3	   4	   21
	1		 1		   3	   4	   22
	1		 1		   3	   4	   23
	1		 1		   3	   4	   24
	1		 1		   3	   4	   25
	1		 1		   3	   13	   26
	1		 1		   3	   13	   27
	1		 1		   3	   13	   28
	1		 1		   3	   21	   29
	1		 1		   3	   21	   30
	2		 1		   1	   18	   1
	2		 1		   1	   18	   2
	2		 1		   1	   18	   3
	2		 1		   1	   18	   4
	2		 1		   1	   18	   5
	2		 1		   1	   18	   6
	2		 1		   1	   18	   7
	2		 1		   1	   18	   8
	2		 1		   1	   18	   9
	2		 1		   1	   18	   10
	2		 1		   1	   18	   11
	2		 1		   1	   18	   12
	2		 1		   1	   18	   13
	2		 1		   1	   18	   14
	2		 1		   1	   12	   15
	2		 1		   1	   14	   16
	2		 1		   1	   14	   17
	2		 1		   1	   14	   18
	2		 1		   1	   14	   19
	2		 1		   1	   14	   20
	2		 1		   1	   14	   21
	2		 1		   1	   14	   22
	2		 1		   1	   14	   23
	2		 1		   1	   14	   24
	2		 1		   1	   14	   25
	2		 1		   1	   14	   26
	2		 1		   1	   14	   27
	2		 1		   1	   14	   28
	2		 1		   1	   14	   29
	2		 1		   1	   14	   30
	2		 1		   2	   11	   1
	2		 1		   2	   11	   2
	2		 1		   2	   11	   3
	2		 1		   2	   11	   4
	2		 1		   2	   11	   5
	2		 1		   2	   11	   6
	2		 1		   2	   11	   7
	2		 1		   2	   11	   8
	2		 1		   2	   11	   9
	2		 1		   2	   11	   10
	2		 1		   2	   11	   11
	2		 1		   2	   11	   12
	2		 1		   2	   11	   13
	2		 1		   2	   15	   14
	2		 1		   2	   15	   15
	2		 1		   2	   15	   16
	2		 1		   2	   14	   17
	2		 1		   2	   14	   18
	2		 1		   2	   14	   19
	2		 1		   2	   14	   20
	2		 1		   2	   14	   21
	2		 1		   2	   14	   22
	2		 1		   2	   14	   23
	2		 1		   2	   14	   24
	2		 1		   2	   14	   25
	2		 1		   2	   14	   26
	2		 1		   2	   14	   27
	2		 1		   2	   14	   28
	2		 1		   2	   14	   29
	2		 1		   2	   14	   30

###Dedicated Transmission:
FlowType  PktNumber  SenderNode  RecvrNode  Channel  Time
	1		 1		     37		     2	       1	  17
	1		 1		     2		     4	       1	  20
	1		 1		     4		     21	       1	  24
	2		 1		     18		     11	       1	  11
	2		 1		     11		     14	       1	  12

###Shared Transmission:
FlowType  PktNumber  Path  SenderNode  RecvrNode  Channel  Time
	 1		  1		  1		   37	      0		     1	     18
	 1		  1		  1		   0	      2		     1	     19
	 1		  1		  1		   2	      4		     1	     23
	 1		  1		  1		   4	      21		     1	     27
	 1		  1		  2		   2	      3		     1	     21
	 1		  1		  2		   3	      10		     1	     22
	 1		  1		  2		   10	      4		     1	     26
	 1		  1		  2		   4	      21		     1	     29
	 1		  1		  3		   4	      13		     1	     25
	 1		  1		  3		   13	      21		     1	     28
	 2		  1		  1		   18	      12		     1	     14
	 2		  1		  1		   12	      14		     1	     15
	 2		  1		  2		   11	      15		     1	     13
	 2		  1		  2		   15	      14		     1	     16


*****************************************

